Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
2,33000,1,1,2,24,1120,70,2,5,4,4.05,9,89,8
1,34004,4,1,0,15.4,1497,117.3,1,7,5,8.02,8,23,6
2,72000,4,0,3,15,1396,100,2,5,4,3.25,9,204,13
3,76467,1,0,0,18.12,1995,190,1,5,4,30.45,1,3,6
5,93000,1,1,0,23.5,1396,88.7,2,5,4,5.55,9,179,10
9,41000,4,1,0,19.4,1198,86.8,2,5,4,3.1,8,31,9
3,28741,1,1,0,24.3,1248,88.5,1,5,4,11,16,180,4
5,106092,1,1,0,24.4,1120,71,0,5,4,4.4,9,196,6
4,66314,1,1,0,19.87,1461,83.8,2,5,4,5.5,22,57,9
1,65213,1,1,0,16,2179,140,0,7,5,9.45,15,195,8
9,28000,4,0,0,13,1591,121.3,0,5,4,11.85,9,53,6
6,125000,4,1,0,19.7,796,46.3,1,5,4,0.92,16,16,12
10,34200,4,0,0,15.74,1591,121.3,1,5,4,6.5,9,179,8
2,53713,4,1,0,17.71,1197,78.9,1,5,4,4.2,26,70,7
4,80000,1,1,0,14,2179,138.1,1,7,5,6,25,153,8
9,54000,4,0,0,14.53,1794,138.1,0,5,4,7.5,26,51,10
2,70000,1,1,2,22.71,1461,84.8,0,5,4,4,20,164,10
7,62550,1,1,0,25.8,1498,98.6,0,5,4,5.6,8,17,7
4,45631,4,1,2,22.5,998,67.04,2,5,4,2.74,16,183,10
5,30000,1,0,0,17.9,2143,136,2,5,4,26,17,82,8
10,9200,4,1,0,15.4,1497,117.3,2,7,5,8,8,24,6
4,64500,1,1,0,21.9,1396,88.8,2,5,4,3.65,9,204,9
10,13769,4,1,2,16.1,1197,85,1,5,4,4.41,16,166,7
6,122000,1,1,2,12.55,2982,168.5,0,7,5,16,26,77,8
5,70000,1,1,0,16.8,1493,110,1,5,4,5.1,9,179,11
5,55277,4,1,0,20.51,998,67.04,1,5,4,3.9,16,183,8
2,95000,4,1,2,18.5,1197,80,0,5,4,2.8,9,204,12
2,97000,1,0,0,11.5,2982,169,2,7,5,16.75,26,77,10
10,105000,1,1,2,20.77,1248,88.76,2,7,5,5.9,16,68,10
5,85000,1,0,0,11,2987,198.5,1,5,4,9.99,17,60,13
4,80000,4,0,2,14.67,1798,177.46,1,5,4,7.25,23,165,9
1,74000,1,1,0,20.77,1248,88.8,2,7,5,8.75,16,68,7
4,51000,1,0,0,17.2,1968,138.03,1,5,4,13,23,165,8
0,55000,1,0,0,22.48,1995,190,1,5,4,21.75,1,3,9
8,35010,1,1,0,22.9,1248,74,2,5,4,3.5,16,166,8
2,79271,1,0,0,20.38,1968,143,1,5,4,16.5,0,9,8
5,85512,1,1,0,22.9,1248,74,0,5,4,5.8,16,166,8
7,50979,4,0,0,19.12,1373,91.1,1,5,4,6.9,16,43,7
3,24941,4,0,0,21.9,624,37.48,2,4,4,3.19,25,114,6
1,83000,4,0,2,11.1,2354,142,2,5,4,6.5,8,15,12
10,32000,4,1,2,22.74,796,47.3,2,5,4,2.1,16,16,8
5,129750,1,1,2,14.95,2489,93.7,0,7,5,6.8,15,198,7
6,66123,1,1,2,20,1399,68,2,5,4,2.1,7,75,12
7,17702,4,1,0,15.29,1591,121.3,0,5,4,11.94,9,53,5
6,82000,4,1,2,18.5,1197,80,2,5,4,2.7,9,204,11
10,69000,4,1,0,16.8,1497,116.3,0,5,4,4.9,8,44,10
8,20800,4,1,2,21.1,814,55.2,2,5,4,2.25,9,61,7
10,36789,4,0,0,23.1,998,67.04,2,5,4,4.25,16,42,6
8,35000,1,1,0,24.3,1248,88.5,1,5,4,6.5,16,180,5
2,41000,1,1,0,19.67,1582,126.2,0,5,4,11.9,9,53,7
2,75000,1,0,0,11,2987,198.5,0,5,4,11,17,60,15
10,86000,4,1,2,15.3,1341,83,2,5,4,0.45,9,88,16
4,62000,1,1,0,22.32,1582,126.32,2,5,4,4.6,9,179,10
8,82000,1,1,2,22.9,1248,74,1,5,4,2.5,16,166,10
8,80000,4,0,0,11.3,1794,125,2,5,4,2.8,26,51,14
5,96578,1,1,0,22,1582,126.2,2,5,4,2.5,9,179,14
5,71336,1,1,0,20,1399,68,1,5,4,4.1,7,75,9
4,64000,1,1,0,23.59,1364,67.06,2,5,4,3.1,26,70,9
4,42784,1,1,0,21.38,1396,88.7,2,5,4,10.17,9,53,6
2,83000,1,1,0,21.14,1498,103.52,2,5,4,4.75,23,139,9
3,48624,4,1,0,24.07,998,67.1,1,5,4,3.22,16,16,11
9,9000,4,0,0,13.5,1999,228.25,1,5,4,34.5,11,191,5
1,45165,1,0,0,16.09,1995,184,0,5,4,41.75,1,186,6
0,25000,4,1,0,16.02,1373,93.7,2,7,5,5.35,16,68,10
5,61313,1,1,0,23.65,1248,88.5,1,5,4,7.99,16,144,7
5,30000,4,1,0,21.1,814,55.2,1,5,4,3.25,9,61,6
9,27030,4,1,0,17.8,1497,117.3,2,5,4,6.75,8,44,7
2,77000,4,1,2,20.36,1197,78.9,1,5,4,2.1,9,203,12
4,58000,1,0,0,16.55,1968,140,2,5,4,11,0,10,11
9,12000,4,0,0,19,1199,88.7,1,5,4,6,8,97,7
9,41650,1,1,2,11.5,2982,171,1,7,5,10.99,26,77,12
1,58000,4,0,2,15,1396,98.6,0,5,4,4.4,9,204,10
4,77000,1,0,0,12.63,2179,147.5,0,5,4,35,14,143,6
0,13500,1,0,0,17.9,2143,136,0,5,4,25.51,17,33,7
5,120000,1,1,0,15.4,2179,120,2,7,5,12,15,158,7
2,9000,1,0,0,12.62,2198,158,2,7,5,32.9,7,66,3
5,62364,4,1,0,13.2,1495,94,2,5,4,2.3,9,14,14
10,60000,4,1,3,17,1493,98.145,2,5,4,3.25,8,44,13
4,59000,4,1,0,20.36,1197,78.9,1,5,4,2.85,9,203,10
0,21002,4,1,0,22.5,998,67.04,2,5,4,2.75,16,183,12
2,29000,4,1,0,17.3,993,60,0,5,4,1.6,16,201,16
9,21000,4,1,0,19.5,1199,86.76,0,5,4,4.75,8,17,8
10,71000,1,1,0,21.1,1248,73.9,0,5,4,3,16,142,12
0,68008,1,1,2,15,1896,105,1,5,4,6.75,27,99,9
8,14000,4,1,0,18.2,1199,82.5,0,5,4,3,3,154,8
9,55619,4,1,0,16.3,1493,98.145,2,5,4,8.3,9,64,8
8,42000,4,1,0,19.1,1197,81.86,2,5,4,3.45,9,196,8
4,89540,1,0,0,12.55,2982,168.5,0,7,5,16.8,26,77,8
8,21983,1,0,0,18.88,1995,184,0,5,4,16.5,1,2,9
1,100000,1,1,2,17.8,1248,75,0,5,4,3,16,166,14
7,20667,4,1,0,22,1197,81.8,2,5,4,6.37,16,166,3
7,31696,4,1,0,20.4,1197,81.8,1,5,4,5.75,16,166,5
5,42939,1,0,0,16.96,1968,138.03,1,5,4,12.49,27,99,8
5,54631,1,1,0,25.2,1248,74,0,5,4,6.25,16,166,6
9,74000,1,1,0,23.59,1364,98.145,1,5,4,3.6,26,70,11
5,25058,4,0,0,24.07,998,67.1,1,5,4,3.95,16,16,5
7,61823,4,1,0,18.6,1197,81.83,1,5,4,6.14,9,204,6
3,45366,1,1,0,25.1,1498,98.6,0,5,4,10.88,8,44,5
0,56121,1,1,0,23.4,1248,74,2,5,4,4.25,16,166,10
9,53000,1,0,2,11.18,2696,184,1,7,5,12.5,15,162,9
4,131500,1,1,0,25,1396,69.01,0,5,4,2.5,25,95,7
5,71346,4,1,0,17.5,1298,85.8,1,5,4,3.8,16,166,13
9,66000,1,0,2,16.07,1995,181,0,5,4,7.25,1,2,14
3,43053,4,1,0,18.9,998,67.1,1,5,4,4.65,16,183,7
10,67000,1,1,0,18.49,1493,100,2,7,5,6.3,15,168,6
2,99000,1,1,2,13.6,2523,63,2,7,5,4.5,15,28,11
7,51921,1,1,0,24.3,1248,88.5,2,5,4,8.62,16,180,4
5,42000,1,1,0,25.47,1248,88.5,2,7,5,9.9,16,68,6
7,60357,1,1,0,25.32,1198,77,0,6,4,4.49,15,100,5
8,55476,1,1,0,22.07,1199,73.9,0,5,4,2.49,27,128,11
6,97359,1,1,2,17.1,1493,110,2,5,4,1.8,9,88,13
9,25000,4,1,0,10.4,2393,163.5,1,5,4,9,16,89,5
4,90000,1,1,0,21.5,1248,88.8,0,5,4,4.5,16,152,8
6,97000,1,0,0,22.32,1582,126.32,1,5,4,8,9,179,8
5,56000,4,0,0,16.4,1497,78,1,5,4,2.99,8,44,14
7,47910,1,1,0,20.54,1598,103.6,1,5,4,4.89,27,177,9
5,67758,4,1,0,10.8,2354,98.145,2,5,4,9.5,8,35,12
6,130000,1,1,2,19.3,1248,73.9,0,5,4,4,16,166,12
9,36631,4,0,0,16.5,1198,86.8,2,5,4,4.3,8,31,8
4,25000,4,0,0,10.37,2979,228.25,0,2,2,30,1,200,11
9,15000,4,1,0,18.6,1197,85.8,2,5,4,3.65,16,166,10
9,50000,4,1,0,18.5,1197,82.85,0,5,4,3.7,9,204,10
2,99000,1,1,0,13,2982,168.5,0,7,5,20.5,26,77,7
8,16956,4,1,0,22.5,998,67.04,2,5,4,3.6,16,183,6
4,123000,1,0,0,12.55,2982,168.5,2,7,5,16.5,26,77,9
6,110000,1,1,0,19.3,1248,73.9,1,5,4,3.5,16,166,11
6,92250,1,1,2,22.7,1498,89.84,2,5,4,5.75,7,62,9
3,45794,1,0,0,13.01,2199,194.3,0,7,5,20.67,9,155,6
5,120000,1,1,0,20.77,1248,88.8,1,7,5,7,16,68,9
10,73204,4,0,0,24.07,998,67.1,1,5,4,3.3,16,16,7
5,80799,1,1,0,22.9,1248,74,2,5,4,4.9,16,166,10
5,24571,4,1,0,14,796,35,1,5,4,2.9,16,119,5
4,57000,1,1,0,23.9,1582,126.2,0,5,4,6.6,9,179,7
4,76000,1,0,0,18.48,1995,177,2,5,4,19,1,3,9
4,76155,4,1,0,18.6,1199,79.4,0,5,4,1.95,3,26,11
4,68347,4,1,0,18.9,998,67.1,0,5,4,2.6,16,183,10
10,49768,4,1,2,17.01,1591,121.3,1,5,4,4.95,9,179,11
6,28000,1,1,0,14,2179,138.1,1,7,5,10.91,25,153,5
3,16698,4,1,0,23.84,1199,84,1,5,4,5.85,25,172,3
3,36836,1,1,0,15.1,2179,140,2,7,5,12.49,15,195,7
10,117236,1,0,2,11.8,2720,190,2,7,5,14,14,143,10
1,29000,1,1,0,22.54,1396,88.73,1,5,4,8.35,9,204,8
9,73070,4,1,0,17.4,1497,117.3,2,5,4,5.9,8,44,7
5,60000,1,1,0,19.64,1461,108.45,2,5,4,7.5,22,57,9
5,86000,1,1,2,17.8,1248,75,2,5,4,3.6,16,166,12
7,42876,1,0,0,19.08,1582,126.2,0,5,4,9.31,9,179,6
9,32000,4,0,0,14.3,1598,103.5,0,5,4,5.55,23,139,8
9,50000,1,1,0,25.4,1186,73.97,1,5,4,3.5,9,196,6
7,38143,1,1,0,22.9,1248,74,1,5,4,5.22,16,166,6
3,39419,4,1,0,18.16,1196,86.8,2,5,4,4.95,7,75,5
9,28133,4,1,0,18.6,1197,81.86,1,5,4,5.6,9,65,7
3,47324,4,1,2,20.36,1197,78.9,2,5,4,4.52,9,203,10
4,90000,1,1,0,19.87,1461,83.8,2,5,4,5.35,22,57,8
5,80768,1,1,0,20.14,1498,88.73,2,5,4,5.7,27,54,7
9,31978,4,1,0,16.47,1198,73.9,2,5,4,3.89,27,128,7
0,64000,1,1,0,21.9,1396,90,2,5,4,4.25,9,204,8
4,85000,1,0,0,11.3,2987,228.25,2,7,5,38.75,17,81,8
9,11000,4,1,0,24.7,796,47.3,2,5,4,3.35,16,16,4
10,69000,1,0,0,6.5,2987,165,1,5,4,38,17,107,7
2,72000,1,1,0,20,1399,68,2,5,4,2.9,7,75,11
6,52000,4,1,2,21.1,814,55.2,1,5,4,3.5,9,61,5
2,131500,1,1,3,23.59,1364,98.145,1,5,4,3,26,70,10
7,55987,4,0,0,13.7,1997,153.86,1,5,4,8.22,8,35,11
8,30000,4,1,0,23.1,998,67.04,1,5,4,3.75,16,42,4
5,47000,1,1,0,25.44,936,57.6,1,5,4,2.5,3,26,11
5,81500,4,1,2,19.7,796,46.3,2,5,4,1.3,16,16,16
4,36676,0,1,0,25,1197,81.86,0,5,4,5,9,196,6
4,61449,4,1,0,6.5,1086,62,1,5,4,2.15,9,156,10
10,78000,4,1,3,14.49,1399,92.7,1,5,4,1.2,3,20,16
6,51087,1,1,0,17.9,1998,163.7,0,5,4,7.75,3,55,5
5,11000,1,1,0,24.3,1248,88.5,1,5,4,9.4,16,180,4
10,45000,4,1,0,15.1,1196,73,0,7,5,2.25,16,63,11
7,37713,1,0,2,12.55,2982,168.5,2,7,5,31.62,26,77,4
3,88539,1,1,0,23.2,1248,73.94,2,5,4,3.77,16,142,11
7,12076,4,1,0,20.89,1197,81.8,2,5,4,5.5,16,92,3
8,131500,1,1,0,20.4,1248,91.7,1,5,4,2.6,5,105,12
9,61500,1,0,2,16.07,1995,181,2,5,4,8.5,1,2,13
5,127887,1,1,0,21.1,1248,73.9,0,5,4,2.95,16,142,11
9,59000,1,1,0,13.5,2477,175.56,2,7,5,12.75,19,123,9
8,21000,4,1,0,20.36,1197,78.9,0,5,4,2.35,9,203,9
1,21000,1,0,0,12.07,2967,228.25,2,7,5,48,0,134,7
8,35000,1,0,0,17.9,2143,136,0,5,4,20.99,17,82,7
1,45010,4,1,2,21.1,814,55.2,1,5,4,2.95,9,61,9
4,71000,1,1,0,23,1396,90,1,5,4,3.7,9,204,10
10,82500,4,1,0,14,1061,64,2,5,4,1.75,16,183,14
1,68465,4,1,0,15.6,1196,70,1,5,4,2.95,7,75,11
7,39528,1,1,0,25.32,1198,77,0,6,4,5.83,15,100,5
10,56200,4,0,0,15,1396,98.6,2,5,4,3.85,9,204,10
10,105000,1,1,2,25.47,1248,88.5,2,7,5,6.75,16,68,9
4,8471,4,1,0,18.9,1197,81.86,0,5,4,5,9,89,5
0,70000,1,1,2,12.05,2179,120,2,8,5,7.45,15,158,11
10,40000,4,1,0,20.14,1197,81.86,2,5,4,5,9,196,4
0,35000,1,1,0,22.7,1582,126.2,1,5,4,15,9,64,4
10,65000,4,1,2,16.47,1198,73.9,2,5,4,3,27,128,11
3,20967,1,0,0,14.69,2993,228.25,1,5,4,44.56,1,3,6
4,63000,1,0,0,14.94,2143,204,2,5,4,14.22,17,115,10
4,56000,1,0,2,18.53,1968,187.74,2,5,4,29.5,0,11,8
5,62000,1,0,0,12.51,2179,187.7,1,7,5,44.5,14,143,6
1,16900,1,0,0,14.69,2993,228.25,0,5,4,44,1,3,7
3,65060,4,1,0,21.1,814,55.2,0,5,4,3.32,9,61,9
10,118000,1,1,0,12.8,2494,102,1,8,5,4.5,26,96,13
4,61566,4,1,0,17.1,1591,121.3,1,5,4,5.85,9,179,8
5,10000,1,0,0,19.27,2143,167.62,0,5,4,36,17,115,5
9,34634,4,1,0,17.8,1497,117.3,2,5,4,6.9,8,44,6
3,32684,4,0,0,21.9,624,37.48,2,4,4,3.23,25,114,5
1,46354,4,1,2,16.47,1198,74,0,5,4,5.49,27,128,7
3,56900,1,1,0,20.14,1498,88.8,0,5,4,4.1,27,128,7
5,69000,1,1,0,20.14,1498,88.8,2,5,4,5.19,27,128,8
6,34000,4,0,0,20.51,998,67,2,5,4,3.85,16,183,7
7,32587,4,1,0,25.17,799,53.3,1,5,4,3.71,22,101,5
2,29500,4,1,0,20.4,1197,81.8,1,5,4,4.15,16,166,7
9,8500,4,1,2,18.9,1197,82,0,5,4,4.8,9,89,5
7,65329,4,0,0,7.94,3163,228.25,1,4,4,20.72,1,4,12
4,16000,1,0,0,11.3,2987,228.25,0,7,5,56,17,81,6
6,54897,1,0,0,26.59,1248,74,2,5,4,7.3,16,166,6
8,45000,4,1,2,14.53,1798,138.1,0,5,4,3.3,26,51,13
3,55975,1,0,2,17.68,1968,174.33,1,5,4,35.92,0,11,5
3,32776,4,1,0,20.36,1197,78.9,1,5,4,4.64,9,203,9
1,79000,1,0,0,22,1582,126.2,1,5,4,5.25,9,179,10
6,42000,4,1,2,18,1198,86.7,0,5,4,4.3,8,17,7
3,51002,1,0,0,11.33,3163,228.25,2,7,5,48.91,0,134,6
9,7523,4,1,0,16.2,1199,74,1,5,4,6.15,27,128,6
4,21000,4,1,0,18.6,1197,81.83,2,5,4,4.9,9,204,7
6,33000,4,0,0,24.04,999,67,1,5,4,3.2,22,101,5
7,20773,1,1,0,24,1186,73.97,2,5,4,5.92,9,89,5
10,21727,4,1,0,15.6,1196,70.02,1,5,4,3.35,7,75,8
4,120000,1,1,0,17.8,1248,76,2,5,4,1.65,5,90,12
3,101065,1,1,0,20.5,1582,126.2,1,5,4,11.45,9,53,5
4,72000,1,0,0,17.05,1995,184,1,5,4,11,1,185,11
8,32000,1,1,0,20.4,1248,91.7,2,5,4,4.65,5,105,7
10,116000,1,1,0,10.5,2835,107.2,0,6,5,9.95,19,123,10
10,50000,1,0,0,19.27,2143,167.62,2,5,4,30,17,115,7
1,66700,4,1,0,15,1598,103.5,2,5,4,4,23,139,9
9,54230,4,1,0,16.47,1198,74,2,5,4,4.5,27,128,8
4,59261,1,1,0,24,1186,73.97,2,5,4,4.25,9,89,7
6,55000,1,1,0,22.9,1248,74,0,5,4,5.65,16,166,6
5,74624,1,1,0,20,1399,68.05,0,5,4,5.65,7,75,8
3,19658,1,0,0,18.12,1995,190,1,5,4,35.84,1,3,6
7,80759,4,1,3,17,1086,98.145,1,5,4,1.67,9,156,14
3,33284,4,1,0,18.9,1197,82,0,5,4,5.84,9,89,5
4,40190,4,1,0,18.06,1198,74.93,0,5,4,4.25,22,130,6
3,31821,1,0,0,20.58,1995,143,1,5,4,17.22,1,0,7
2,66000,4,1,0,18.6,1199,79.4,0,5,4,2.19,3,26,12
3,28854,4,1,0,18.16,1196,86.8,0,5,4,6.7,7,75,5
3,59660,4,0,0,12.05,1995,154,2,5,4,10.49,1,2,12
8,36000,4,1,0,18.5,1197,80,2,5,4,2.5,9,204,11
10,65400,4,1,0,6.5,1086,98.145,0,5,4,2.1,9,156,11
7,131500,4,1,2,13.9,1599,103.2,1,5,4,1.85,9,179,13
1,50000,1,0,3,16.77,2967,228.25,0,5,4,21,0,11,11
4,65000,1,1,2,16,2179,140,1,7,5,5.75,15,195,10
5,47020,4,1,2,23.1,998,67.04,2,5,4,4.5,16,42,7
3,39753,1,0,0,13,2143,201.1,1,5,4,35.28,17,60,6
2,25000,4,0,0,24.07,998,67.1,2,5,4,3.5,16,16,7
1,80000,1,1,0,22.32,1582,126.32,2,5,4,5.25,9,179,10
0,59000,1,1,0,25.8,1498,98.6,1,5,4,4.75,8,17,8
9,29000,1,1,0,24.4,1120,71,1,5,4,5.95,9,196,6
9,55000,4,0,3,10.13,3163,228.25,2,5,4,9.99,17,144,15
1,37600,1,0,2,16.55,1968,147.51,0,5,4,22.5,0,10,8
7,55324,4,1,0,19,998,66.1,2,5,4,2.87,16,8,12
9,16900,4,1,0,21.1,998,100,0,5,4,6.99,16,25,5
2,105000,4,1,0,6.5,999,98.145,2,5,4,1.75,9,156,16
9,72000,4,0,0,12,1991,184,2,5,4,17.25,17,60,8
4,25000,4,0,0,19.16,2494,158.2,2,5,4,25,26,36,7
3,24337,1,1,0,26,1498,98.6,0,5,4,8.18,8,44,6
1,37000,4,1,0,16.47,1198,73.9,1,5,4,5.1,27,128,9
1,90000,1,1,2,13.93,2179,138.03,2,7,5,4.6,25,153,10
7,58752,4,1,0,16.47,1198,73.9,1,5,4,3.32,27,128,11
7,32838,1,0,0,17.05,1995,190,0,5,4,30.29,1,185,5
6,26000,4,1,0,25.17,799,53.3,0,5,4,2.55,22,101,6
8,23840,4,1,0,20.51,998,67.04,1,5,4,3,16,183,8
0,57000,4,1,0,18.6,1197,81.83,0,5,4,6,9,204,6
7,27969,4,1,0,19.4,1198,86.8,0,5,4,4.73,8,31,6
6,55000,1,1,2,14,2498,112,2,8,5,2.9,15,198,10
5,75000,1,0,0,11.7,2993,228.25,0,5,4,27.5,1,187,11
3,33709,4,0,0,16.5,1198,86.8,0,5,4,4.9,8,31,9
5,59589,1,1,0,23.59,1364,67.1,0,5,4,5.6,26,70,8
10,92000,1,1,0,20,1399,68.05,2,5,4,4.25,7,75,7
2,31000,1,1,0,23.9,1582,126.2,0,5,4,9,9,179,6
5,10000,4,1,0,9,3163,98.145,1,2,2,40,21,40,12
6,63000,1,1,0,20.14,1498,88.8,0,5,4,5.11,27,128,7
0,68000,1,1,2,23,1396,90,0,5,4,3.95,9,204,13
10,64000,1,0,0,18.48,1995,177,1,5,4,28,1,3,7
1,60000,4,1,0,19.4,1198,86.8,1,5,4,3.25,8,31,10
6,70669,1,1,0,15.1,2179,140,1,7,5,9,15,195,8
9,2500,4,1,0,15.29,1591,121.3,2,5,4,12.75,9,53,4
10,82000,4,1,0,14,1061,64,0,5,4,0.85,16,183,16
6,65800,1,0,0,17.01,1582,126.2,2,5,4,12.5,9,53,7
9,35000,1,1,0,12.99,2494,100.6,1,7,4,12.75,26,96,8
6,59000,4,1,2,18.5,1197,80,2,5,4,4.1,9,204,9
10,50296,1,0,2,11.36,2755,171.5,0,7,4,19,26,96,6
7,28464,1,1,0,15.4,2179,120,0,7,5,13.05,15,158,5
2,83432,4,1,0,17,1497,118,0,5,4,5.9,8,44,9
9,48719,1,1,0,27.3,1498,98.6,1,5,4,6.25,8,97,6
9,45200,1,0,0,16.55,1968,147.51,0,5,4,13.5,0,10,9
0,70000,4,1,0,13.5,1799,130,1,5,4,4.25,8,45,13
8,30000,4,1,0,18.6,1199,79.4,1,5,4,1.6,3,26,12
2,86000,1,1,2,25.47,1248,88.5,2,7,5,8.2,16,68,6
1,51000,1,0,0,15.17,1968,181,1,5,4,27.5,0,132,7
9,15590,4,1,0,19.81,1086,68.05,0,5,4,2.25,9,203,11
8,58000,1,1,0,19.33,1968,138.03,1,5,4,5.9,27,99,9
2,17000,4,0,2,16.82,1998,189.08,0,4,4,22,18,50,10
4,79000,1,0,0,12.55,2982,168.5,2,7,5,18.5,26,77,8
0,49000,4,1,0,19.81,1086,68.05,1,5,4,3.2,9,203,9
9,9000,4,0,0,18.9,1197,82,0,5,4,5.45,9,89,6
6,72000,1,1,0,19.3,1248,73.9,2,5,4,4.25,16,166,10
3,63316,1,1,0,22.7,1598,118,1,5,4,9.58,16,152,6
7,15982,4,1,0,20.73,1373,91.1,1,5,4,9.96,16,43,4
9,131500,1,1,2,16.8,1405,68,1,5,4,0.86,25,94,16
5,130002,1,1,0,19.3,1248,73.9,0,5,4,3.85,16,166,11
10,37208,1,1,0,24.3,1248,88.5,2,5,4,7.43,16,180,6
9,68000,1,1,0,22.7,1498,89.84,0,5,4,6.75,7,62,8
0,65012,1,1,0,14.24,2755,174.5,2,7,5,18.9,26,77,7
10,10000,4,1,0,18.6,1197,81.83,0,5,4,6.5,9,204,5
6,131500,4,1,0,16.1,796,37,1,4,4,0.9,16,6,16
6,5000,4,1,0,18.6,1197,81.83,0,5,4,6.5,9,204,4
8,45000,4,0,0,16.8,1497,118,2,5,4,5.25,8,44,7
10,131500,1,1,0,22.3,1248,74,2,5,4,2.5,25,94,8
2,35000,4,1,0,25.4,624,37.48,0,4,4,1.6,25,114,11
7,60813,4,1,2,18.6,1199,76.8,2,5,4,3.32,3,26,6
10,57328,4,1,0,15.04,1598,103.6,0,5,4,3.39,27,177,11
3,46983,1,0,2,12.07,2967,228.25,1,7,5,43.35,0,134,7
6,1001,4,1,0,19,1194,94.68,2,5,4,7.23,7,79,4
2,75000,4,1,0,19.7,796,46.3,0,5,4,2.1,16,16,11
5,51500,4,1,2,16.2,1599,103.2,0,5,4,2.6,9,179,11
9,64241,4,1,0,20.14,1197,81.86,1,5,4,3.67,9,196,8
6,26000,4,1,0,18.6,1199,79.4,0,5,4,1.5,3,26,12
5,44345,1,1,0,27.3,1498,98.6,2,5,4,6.1,8,97,6
5,33000,4,0,0,19,1199,88.7,0,5,4,7.25,8,97,7
10,116000,1,1,2,21.43,1364,138,0,5,4,5.75,26,51,11
6,100009,4,1,2,13.1,1997,141.1,0,5,4,6.5,8,35,14
4,75000,4,1,0,16.47,1198,73.9,0,5,4,3.25,27,128,9
9,127001,1,1,0,12.8,2494,102,2,8,5,4.95,26,96,16
7,33855,4,1,0,15,1598,103.6,1,5,4,5.09,23,139,8
10,67000,4,1,0,19,998,66.1,2,5,4,2,16,8,12
1,97000,1,0,2,19.08,1582,126.32,2,5,4,6.5,9,179,10
0,67443,1,1,0,20.77,1248,88.8,2,7,5,5.75,16,68,9
7,86925,1,0,0,11.2,2400,215,1,5,4,17.18,28,189,8
2,87000,4,1,0,15.6,1586,104.68,0,5,4,2.8,16,152,12
7,27100,4,1,0,16.78,1496,88.73,0,5,4,6.37,26,70,5
9,10501,4,0,0,9.43,1999,228.25,2,5,4,75,11,193,5
9,58000,4,1,2,17.01,1591,121.3,0,5,4,4,9,179,11
10,73500,4,1,2,13,1343,90,2,5,4,1.3,8,44,16
7,41736,1,0,0,11.36,2755,171.5,0,7,4,19.92,26,96,4
9,84000,4,1,0,16.8,1497,116.3,1,5,4,3.25,8,44,11
1,47000,1,0,0,18.88,1995,184,2,5,4,25.5,1,2,8
6,26946,4,1,0,18.9,1197,82,2,5,4,4.45,9,89,6
3,42225,4,1,0,15.1,1196,73,0,7,5,4.3,16,63,6
9,4000,4,0,0,16,1368,160,2,5,4,17.75,12,48,5
10,11000,4,0,0,15.5,1595,120.7,0,5,4,16,17,7,7
10,38000,4,1,0,19.7,796,46.3,1,5,4,2.25,16,16,10
2,49000,4,1,0,20.36,1197,78.9,2,5,4,3,9,203,10
6,80000,4,0,3,10.1,2354,152,0,5,4,2,8,35,16
3,41950,4,0,0,18,1497,117.3,2,5,4,9.6,8,44,7
7,37540,4,1,0,18.6,1197,81.86,0,5,4,6.22,9,65,6
2,50000,1,1,0,12.7,2609,116.6,2,8,5,1.94,15,158,16
5,27000,1,0,0,18.59,2993,228.25,2,5,4,48,1,3,6
7,35642,4,0,0,17.01,1591,121.4,2,5,4,6.69,9,179,8
7,14223,4,1,0,18.6,1197,81.86,1,5,4,7.32,9,65,4
7,26323,4,0,0,17.21,1197,103.5,0,5,4,7.4,27,128,7
9,31378,4,1,0,18.2,1199,88.7,2,5,4,5.9,8,97,6
7,17773,4,0,0,13.7,1991,183,2,5,4,26.76,17,82,4
10,77757,1,1,2,13.1,2446,75,0,10,5,3.5,26,135,16
2,72000,1,1,2,18.7,1896,66,0,5,4,3.2,23,118,16
7,57078,1,1,0,24.3,1248,88.5,2,5,4,10.19,16,180,4
9,27853,4,0,0,17.21,1197,103.5,1,5,4,8.25,27,128,5
7,36367,4,1,0,17.8,1497,117.3,2,5,4,7.73,8,44,6
6,93321,1,1,0,22.7,1498,89.84,0,5,4,6.25,7,62,8
5,73336,1,0,0,13.2,1995,170,2,5,4,10.69,1,2,12
5,30000,1,0,0,18.88,1995,184,1,5,4,22,1,2,7
3,57676,4,1,0,19.1,1197,85.8,2,5,4,6.69,16,166,8
4,65000,1,0,0,12.55,2982,168.5,2,7,5,16.5,26,77,9
8,46707,4,1,0,17,1086,98.145,1,5,4,0.99,9,156,15
6,54000,1,0,0,16,2179,140,1,7,5,13.25,15,195,6
1,57000,1,1,2,15.8,2148,170,2,5,4,18,17,115,8
0,96000,1,1,2,23.5,1498,90,2,5,4,3.5,7,74,9
7,62162,1,1,0,12.99,2494,100,1,7,4,8.31,26,96,9
6,52325,4,1,0,16.36,1495,93.7,2,5,4,2,9,14,12
0,80000,1,0,2,11.18,2696,184,1,7,5,9.5,15,162,9
8,42000,4,1,0,17,1497,118,2,5,4,2.3,8,44,13
